_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
1031,GO-2023574434,2023,2023-03-14,1702,2023,2023-03-14,1702,D53,Public Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO
1032,GO-2023572917,2023,2023-03-14,1316,2023,2023-03-14,1316,D51,Business/Retail,NO,NO,None,Indian,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
1033,GO-2023619892,2023,2023-03-16,1831,2023,2023-03-20,1333,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,Transgender Woman (Identifies As Woman),YES,Harassing Communications,062,East End-Danforth (62),062,East End-Danforth (62),NO
1034,GO-2023612381,2023,2023-03-19,1350,2023,2023-03-19,1350,D12,Religious Place of Worship/Cultural Centre,NO,NO,None,Chinese,None,None,None,None,NO,Assault With a Weapon,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO
1035,GO-2023619498,2023,2023-03-20,1248,2023,2023-03-20,1248,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,Indian,None,None,None,None,NO,Uttering Threats - Bodily Harm,074,North St.James Town (74),074,North St.James Town (74),NO
1036,GO-2023703893,2023,2023-03-21,1800,2023,2023-03-30,2150,D14,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Assault,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO
1037,GO-2023642310,2023,2023-03-22,1030,2023,2023-03-23,1035,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
1038,GO-2023637470,2023,2023-03-22,1100,2023,2023-03-22,1540,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO
1039,GO-2023674496,2023,2023-03-24,1500,2023,2023-03-24,1510,D32,Public Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1040,GO-2023689241,2023,2023-03-27,1000,2023,2023-03-29,847,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1041,GO-2023683940,2023,2023-03-28,1008,2023,2023-03-28,1509,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
1042,GO-2023696807,2023,2023-03-29,2300,2023,2023-03-30,642,D12,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Muslim,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",113,Weston (113),113,Weston (113),NO
1043,GO-2023697129,2023,2023-03-29,1330,2023,2023-03-30,742,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1044,GO-2023709420,2023,2023-03-30,2000,2023,2023-03-31,2006,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Harassing Communications,066,Danforth (66),066,Danforth (66),NO
1045,GO-2023716706,2023,2023-03-31,2300,2023,2023-04-01,1321,D52,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
1046,GO-2023726179,2023,2023-04-02,1810,2023,2023-04-02,1852,D51,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),NO
1047,GO-2023738007,2023,2023-04-03,800,2023,2023-04-04,855,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),NO
1048,GO-2023736462,2023,2023-04-03,2345,2023,2023-04-03,2345,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,None,Transgender,NO,Mischief Under $5000,053,Henry Farm (53),053,Henry Farm (53),NO
1049,GO-2023744153,2023,2023-04-04,2053,2023,2023-04-04,2053,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
1050,GO-2023795213,2023,2023-04-05,1000,2023,2023-04-11,1217,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),NO
1051,GO-2023749762,2023,2023-04-05,1435,2023,2023-04-05,1449,D43,Business/Retail,NO,NO,None,None,None,Muslim,None,None,NO,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),NO
1052,GO-2023750409,2023,2023-04-05,430,2023,2023-04-08,1304,D33,Public Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),NO
1053,GO-2023786247,2023,2023-04-05,1100,2023,2023-04-10,1058,D42,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Criminal Harassment,130,Milliken (130),130,Milliken (130),NO
1054,GO-2023811844,2023,2023-04-06,535,2023,2023-04-13,838,D43,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Muslim,None,None,NO,Dangerous Operation Motor Vehicle,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),YES
1055,GO-2023811857,2023,2023-04-06,1533,2023,2023-04-06,1533,D43,Other Commercial / Corporate Places ,NO,NO,None,None,None,Muslim,None,None,NO,Criminal Harassment,156,Bendale-Glen Andrew (156),127,Bendale (127),YES
1056,GO-2023763715,2023,2023-04-06,530,2023,2023-04-07,930,D41,Streets/Roadways/Highway,NO,NO,None,None,None,Muslim,None,None,NO,Assault With a Weapon,157,Bendale South (157),127,Bendale (127),NO
1057,GO-2023783436,2023,2023-04-09,1215,2023,2023-04-10,43,D32,NA,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,035,Westminster-Branson (35),035,Westminster-Branson (35),YES
1058,GO-2023788284,2023,2023-04-10,1200,2023,2023-04-10,1520,D31,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO
1059,GO-2023793407,2023,2023-04-11,834,2023,2023-04-11,834,D14,NA,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
1060,GO-2023793513,2023,2023-04-11,800,2023,2023-04-11,949,D23,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO
1061,GO-2023834131,2023,2023-04-12,2000,2023,2023-04-15,1614,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
1062,GO-2023818678,2023,2023-04-13,1,2023,2023-04-13,2143,D11,Streets/Roadways/Highway,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,084,Little Portugal (84),084,Little Portugal (84),NO
1063,GO-2023837002,2023,2023-04-13,1930,2023,2023-04-15,2246,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
1064,GO-2023828505,2023,2023-04-14,2200,2023,2023-04-14,2215,D41,Business/Retail,NO,NO,None,None,None,None,Gay,None,NO,Firearms Related Offence,124,Kennedy Park (124),124,Kennedy Park (124),NO
1065,GO-2023821611,2023,2023-04-14,928,2023,2023-04-14,928,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),NO
1066,GO-2023823508,2023,2023-04-14,1253,2023,2023-04-14,1253,D51,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),YES
1067,GO-2023827355,2023,2023-04-14,1934,2023,2023-04-14,1934,D32,"Open Area, Park or Parking Lot",NO,NO,None,Chinese,None,None,None,None,NO,Assault With a Weapon,151,Yonge-Doris (151),051,Willowdale East (51),YES
1068,GO-2023834035,2023,2023-04-15,1200,2023,2023-04-15,1601,D32,Public Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,035,Westminster-Branson (35),035,Westminster-Branson (35),NO
1069,GO-2023850969,2023,2023-04-17,249,2023,2023-04-17,1728,D32,Other Commercial / Corporate Places ,NO,NO,White,None,None,None,None,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO
1070,GO-2023865018,2023,2023-04-17,1200,2023,2023-04-19,1014,D33,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,046,Pleasant View (46),046,Pleasant View (46),NO
1071,GO-2023855444,2023,2023-04-18,725,2023,2023-04-18,725,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO
1072,GO-2023858130,2023,2023-04-18,1000,2023,2023-04-18,1322,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Disturbing Religious Worship Or Certain Meetings,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
1073,GO-2023867588,2023,2023-04-18,1000,2023,2023-04-19,1617,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO
1074,GO-2023914207,2023,2023-04-20,2300,2023,2023-04-25,844,D13,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,107,Oakwood Village (107),107,Oakwood Village (107),NO
1075,GO-2023877756,2023,2023-04-20,1830,2023,2023-04-20,1845,D43,Other Commercial / Corporate Places ,NO,NO,South Asian,None,None,None,None,None,NO,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),YES
1076,GO-2023879143,2023,2023-04-20,2225,2023,2023-04-20,2342,D52,Streets/Roadways/Highway,NO,NO,White,None,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
1077,GO-2023907303,2023,2023-04-21,1200,2023,2023-04-25,955,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
1078,GO-20231870009,2023,2023-04-22,2330,2023,2023-08-11,1146,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,Korean,None,None,None,None,NO,Uttering Threats - Bodily Harm,062,East End-Danforth (62),062,East End-Danforth (62),NO
1079,GO-2023906210,2023,2023-04-24,1000,2023,2023-04-24,1008,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Other race not mentioned,Ukrainian,None,None,None,None,YES,Uttering Threats - Bodily Harm,018,New Toronto (18),018,New Toronto (18),NO
1080,GO-2023920059,2023,2023-04-25,1700,2023,2023-04-25,2105,D32,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO
1081,GO-2023928266,2023,2023-04-26,1600,2023,2023-04-26,1929,D55,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,061,Taylor-Massey (61),061,Taylor-Massey (61),NO
1082,GO-2023940308,2023,2023-04-27,1400,2023,2023-04-28,838,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO
1083,GO-2023970120,2023,2023-05-01,1929,2023,2023-05-01,1929,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),YES
1084,GO-2023987725,2023,2023-05-03,1945,2023,2023-05-03,1945,D11,NA,NO,NO,None,None,None,Sikh,None,None,NO,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),YES
1085,GO-2023999928,2023,2023-05-04,1240,2023,2023-05-05,919,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
1086,GO-20231038997,2023,2023-05-06,2200,2023,2023-05-11,857,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,"White, East/Southeast Asian",None,None,None,None,None,YES,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),NO
1087,GO-20231024916,2023,2023-05-08,949,2023,2023-05-08,949,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,018,New Toronto (18),018,New Toronto (18),NO
1088,GO-20231043361,2023,2023-05-09,2130,2023,2023-05-10,1409,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),NO
1089,GO-20231087247,2023,2023-05-09,0,2023,2023-05-15,938,D32,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,Filipino,None,None,None,None,YES,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO
1090,GO-20231053126,2023,2023-05-10,0,2023,2023-05-11,1147,D51,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Fail To Comply Probation,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
1091,GO-20231073491,2023,2023-05-13,1457,2023,2023-05-15,1326,D13,Public Transportation,NO,NO,None,None,None,Sikh,None,None,NO,Assault,102,Forest Hill North (102),102,Forest Hill North (102),NO
1092,GO-20239021208,2023,2023-05-14,1815,2023,2023-05-14,1859,D51,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
1093,GO-20231096805,2023,2023-05-15,1515,2023,2023-05-16,1024,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,143,West Rouge (143),131,Rouge (131),NO
1094,GO-20231104962,2023,2023-05-16,1240,2023,2023-05-17,804,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
1095,GO-20231096939,2023,2023-05-16,806,2023,2023-05-16,1041,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,121,Oakridge (121),121,Oakridge (121),NO
1096,GO-20231114712,2023,2023-05-17,1800,2023,2023-05-18,1029,D33,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Harassing Communications,052,Bayview Village (52),052,Bayview Village (52),NO
1097,GO-20231109153,2023,2023-05-17,1400,2023,2023-05-17,1625,D11,Public Transportation,NO,NO,None,None,None,None,None,None,YES,Assault,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
1098,GO-20231114880,2023,2023-05-18,1051,2023,2023-05-18,1051,D32,Public Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1099,GO-20231147993,2023,2023-05-22,0,2023,2023-05-22,915,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1100,GO-20231155499,2023,2023-05-22,2200,2023,2023-05-23,734,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1101,GO-20231293161,2023,2023-05-22,0,2023,2023-06-07,1021,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Hindu,None,None,NO,Uttering Threats - Bodily Harm,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),NO
1102,GO-20231157039,2023,2023-05-23,940,2023,2023-05-23,1057,D55,Public Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Assault,062,East End-Danforth (62),062,East End-Danforth (62),NO
1103,GO-20231202830,2023,2023-05-23,1200,2023,2023-05-28,1322,D52,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
1104,GO-20231175301,2023,2023-05-24,1850,2023,2023-05-25,1325,D52,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
1105,GO-20231175888,2023,2023-05-25,1238,2023,2023-05-25,1238,D52,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
1106,GO-20231210136,2023,2023-05-25,830,2023,2023-05-29,949,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,173,North Toronto (173),104,Mount Pleasant West (104),NO
1107,GO-20231189315,2023,2023-05-26,2127,2023,2023-05-26,2210,D13,Public Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),YES
1108,GO-20231185777,2023,2023-05-26,1425,2023,2023-05-26,1425,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Muslim,None,None,NO,Wilful Promotion of Hatred,147,L'Amoreaux West (147),117,L'Amoreaux (117),NO
1109,GO-20231183602,2023,2023-05-26,920,2023,2023-05-26,1010,D14,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Assault,085,South Parkdale (85),085,South Parkdale (85),NO
1110,GO-20231209510,2023,2023-05-26,1500,2023,2023-05-29,834,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,143,West Rouge (143),131,Rouge (131),NO
1111,GO-20231298939,2023,2023-06-01,700,2023,2023-06-07,1003,D13,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),NO
1112,GO-20231260005,2023,2023-06-02,2100,2023,2023-06-02,2343,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),NO
1113,GO-20231251309,2023,2023-06-02,916,2023,2023-06-02,916,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO
1114,GO-20231280722,2023,2023-06-02,2300,2023,2023-06-05,1128,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO
1115,GO-20231268874,2023,2023-06-03,2230,2023,2023-06-03,2318,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
1116,GO-20231261044,2023,2023-06-03,313,2023,2023-06-03,318,D52,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
1117,GO-20231260730,2023,2023-06-03,130,2023,2023-06-03,159,D41,Streets/Roadways/Highway,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO
1118,GO-20231283850,2023,2023-06-05,1830,2023,2023-06-05,1830,D31,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,022,Humbermede (22),022,Humbermede (22),NO
1119,GO-20231449780,2023,2023-06-05,1200,2023,2023-06-23,1720,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,148,East L'Amoreaux (148),117,L'Amoreaux (117),NO
1120,GO-20231295647,2023,2023-06-06,2146,2023,2023-06-06,2146,D12,"Open Area, Park or Parking Lot",NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),NO
1121,GO-20231300435,2023,2023-06-07,1254,2023,2023-06-07,1254,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,Chinese,None,None,None,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
1122,GO-20231309062,2023,2023-06-08,1159,2023,2023-06-08,1159,D53,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,056,Leaside-Bennington (56),056,Leaside-Bennington (56),NO
1123,GO-20231605325,2023,2023-06-08,1400,2023,2023-07-10,1911,D31,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),YES
1124,GO-20231356007,2023,2023-06-09,1200,2023,2023-06-13,1743,D51,Streets/Roadways/Highway,NO,NO,"Black, Indigenous",None,None,None,None,None,YES,Assault,073,Moss Park (73),073,Moss Park (73),YES
1125,GO-20231380501,2023,2023-06-09,0,2023,2023-06-16,1154,D32,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),NO
1126,GO-20231343730,2023,2023-06-10,1930,2023,2023-06-12,1135,D55,Streets/Roadways/Highway,NO,NO,None,None,None,None,Lesbian,None,NO,Uttering Threats - Bodily Harm,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),YES
1127,GO-20231455052,2023,2023-06-10,1408,2023,2023-06-24,1200,D11,Streets/Roadways/Highway,NO,NO,None,Indian,None,None,None,None,NO,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO
1128,GO-20231363081,2023,2023-06-11,1140,2023,2023-06-14,959,D53,"Open Area, Park or Parking Lot",NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,103,Lawrence Park South (103),103,Lawrence Park South (103),NO
1129,GO-20231335303,2023,2023-06-11,1119,2023,2023-06-11,1119,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1130,GO-20231340470,2023,2023-06-11,2330,2023,2023-06-12,13,D41,Non-Commercial/Non for Profit,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Uttering Threats - Bodily Harm,124,Kennedy Park (124),124,Kennedy Park (124),NO
1131,GO-20231345915,2023,2023-06-12,1532,2023,2023-06-12,1542,D31,Public Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,027,York University Heights (27),027,York University Heights (27),NO
1132,GO-20231347787,2023,2023-06-12,1721,2023,2023-06-12,1934,D53,Business/Retail,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Harassing Communications,095,Annex (95),095,Annex (95),NO
1133,GO-20231363077,2023,2023-06-13,1700,2023,2023-06-15,1128,D55,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,057,Broadview North (57),057,Broadview North (57),NO
1134,GO-20231369939,2023,2023-06-15,922,2023,2023-06-15,922,D53,Streets/Roadways/Highway,NO,NO,South Asian,None,None,None,None,None,NO,Assault With a Weapon,099,Mount Pleasant East (99),099,Mount Pleasant East (99),YES
1135,GO-20231384381,2023,2023-06-16,1126,2023,2023-06-16,2349,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1136,GO-20231381111,2023,2023-06-16,1200,2023,2023-06-16,1304,D33,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO
1137,GO-20231399164,2023,2023-06-17,1200,2023,2023-06-18,1318,D12,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO
1138,GO-20231400254,2023,2023-06-18,1522,2023,2023-06-18,1522,D42,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,144,Morningside Heights (144),131,Rouge (131),NO
1139,GO-20231409921,2023,2023-06-19,1540,2023,2023-06-19,1540,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,Gay,None,NO,Criminal Harassment,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),NO
1140,GO-20231407306,2023,2023-06-19,0,2023,2023-06-19,1101,D13,Public Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO
1141,GO-20231406910,2023,2023-06-19,1013,2023,2023-06-19,1013,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
